Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Alatyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Ala-alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi	Hapot g/l	Sokeri g/l	Kantavierrep	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
408617	Hardys 7th Green Sangiovese 2011		0,75	12,99	17,19		110	punaviinit				Australia	Etelä-Australia		2011	Hardys, McLaren Vale		Sangiovese	Keskitäyteläinen , tanniininen, kypsän karpaloinen, hapankirsikkainen, mansikkainen, mausteinen	pullo	metallinen kierrekapseli	14,50	5					90	vakiovalikoima
410717	Heartland Stickleback Red 2010		0,75	10,36	13,68		110	punaviinit				Australia	Etelä-Australia		2010	Heartland Wines, South Australia		Cabernet Sauvignon, Shiraz, Dolcetto, Lagrein	Täyteläinen , keskitanniininen, kirsikkahilloinen, herukkainen, mausteinen, kevyen vaniljainen	pullo	metallinen kierrekapseli	14,50	5,4					90	vakiovalikoima
445347	Henschke Mount Edelstone Shiraz 2008		0,75	86,70	115,60		110	punaviinit				Australia	Etelä-Australia		2008	C A Henschke, Eden Valley		Shiraz	Erittäin täyteläinen , keskitanniininen, hapankirsikkainen, karpalohilloinen, eukalyptuksinen, mausteinen, tamminen, roteva, lämmin, pitkä	pullo	lasitulppa 	14,50	6,4					90	vakiovalikoima
448047	Hewitson Baby Bush Mourvèdre 2011		0,75	14,98	19,84		110	punaviinit				Australia	Etelä-Australia		2011	Hewitson, Barossa Valley		Mourvèdre	Täyteläinen , keskitanniininen, boysenmarjainen, kypsän luumuinen, mausteinen, kevyen lääkeyrttinen, hennon savuinen	pullo	metallinen kierrekapseli	14,50	4,6					90	vakiovalikoima
469367	Hewitson Miss Harry 2011		0,75	13,98	18,51		110	punaviinit				Australia	Etelä-Australia		2011	Hewitson, Barossa Valley		Grenache, Shiraz, Mourvèdre, Cinsault, Carignan	Keskitäyteläinen , keskitanniininen, vadelmainen, kirsikkainen, yrttinen, kevyen tamminen	pullo	metallinen kierrekapseli	14,00	4,6					90	vakiovalikoima
487837	Hugh Hamilton The Villain Cabernet Sauvignon 2012		0,75	19,98	26,51		110	punaviinit				Australia	Etelä-Australia		2012	Hugh Hamilton Wines, McLaren Vale		Cabernet Sauvignon	Täyteläinen , tanniininen, mustaherukkainen, tummakirsikkainen, kevyen suklainen, mausteinen, tamminen, roteva, lämmin	pullo	metallinen kierrekapseli	14,50	6					100	vakiovalikoima
447157	Jim Barry The Lodge Hill Shiraz 2012		0,75	17,98	23,84		110	punaviinit				Australia	Etelä-Australia		2012	Jim Barry Wines, Clare Valley		Shiraz	Erittäin täyteläinen , keskitanniininen, karhunvatukkainen, herukkainen, eukalyptuksinen, mustapippurinen, tamminen, runsas, pitkä	pullo	metallinen kierrekapseli	14,50	5,7					90	vakiovalikoima
459627	Kilikanoon Attunga 1865 Clare Valley Shiraz 2009		0,75	201,20	268,27		110	punaviinit				Australia	Etelä-Australia		2009	Kilikanoon Wines, Clare Valley			Erittäin täyteläinen , tanniininen, herukkainen, boysenmarjainen, maustepippurinen, minttuinen, tamminen, runsas, lämmin, pitkä	pullo	luonnonkorkki	14,50	6					90	erikoisvalikoima
425657	McGuigan Bin 3000 Merlot 2011		0,75	10,49	13,85		110	punaviinit				Australia	Etelä-Australia		2011	McGuigan Wines, Limestone Coast		Merlot, Petit Verdot	Keskitäyteläinen , keskitanniininen, puolukkahilloinen, punaherukkainen, mausteinen	pullo	metallinen kierrekapseli	14,00	5,5	6				90	vakiovalikoima
400577	Penfolds Bin 389 Cabernet Shiraz 2008		0,75	55,30	73,60		110	punaviinit				Australia	Etelä-Australia		2008	Penfolds Wines, South Australia			Erittäin täyteläinen , tanniininen, karhunvatukkahilloinen, herukkainen, hennon eukalyptuksinen, mausteinen, tamminen, roteva	pullo	luonnonkorkki	14,50	6,5					90	erikoisvalikoima
455607	Penfolds Kalimna Bin 28 Shiraz 2010		0,75	25,20	33,47		110	punaviinit				Australia	Etelä-Australia		2010	Penfolds Wines, South Australia		Shiraz	Erittäin täyteläinen , tanniininen, karhunvatukkainen, mustaherukkainen, pippurinen, hennon minttuinen, tamminen, runsas, lämmin, pitkä	pullo	metallinen kierrekapseli	14,50	6,3					100	vakiovalikoima
006386	Penfolds Koonunga Hill Shiraz Cabernet 2012		0,75	13,99	18,52		110	punaviinit				Australia	Etelä-Australia		2012	Penfolds Wines, South Australia		Shiraz, Cabernet Sauvignon	Täyteläinen , tanniininen, karhunvatukkahilloinen, tumman luumuinen, mausteinen, kevyen tamminen, lämmin	pullo	metallinen kierrekapseli	13,50	5,8					90	vakiovalikoima
463864	Penfolds Koonunga Hill Shiraz Cabernet Sauvignon 2011		0,38	8,10	21,33		110	punaviinit				Australia	Etelä-Australia		2011	Penfolds, South Australia		Shiraz, Cabernet Sauvignon	Täyteläinen , tanniininen, karhunvatukkahilloinen, tumman luumuinen, mausteinen, kevyen tamminen, lämmin	pullo	metallinen kierrekapseli	13,50	5,8					90	vakiovalikoima
469737	Peter Lehmann Barossa Cabernet Sauvignon 2010		0,75	14,97	19,83		110	punaviinit				Australia	Etelä-Australia		2010	Peter Lehmann Wines, Barossa		Cabernet Sauvignon	Täyteläinen , tanniininen, karhunvatukkainen, mustaherukkainen, kevyen eukalyptuksinen, tamminen, lämmin, pitkä	pullo	metallinen kierrekapseli	14,50	6,1					100	vakiovalikoima
442837	Peter Lehmann Barossa Shiraz 2009		0,75	13,99	18,52		110	punaviinit				Australia	Etelä-Australia		2009	Peter Lehmann, Barossa Valley		Shiraz	Täyteläinen , tanniininen, tummakirsikkainen, luumuinen, kevyen mokkainen, hennon eukalyptuksinen, tamminen	pullo	metallinen kierrekapseli	14,50	5,8					100	vakiovalikoima
454607	Rosemount GSM 2011		0,75	25,20	33,47		110	punaviinit				Australia	Etelä-Australia		2011	Rosemount Estate, McLaren Vale		Grenache, Syrah, Mourvèdre	Erittäin täyteläinen , keskitanniininen, herukkainen, vadelmahilloinen, eukalyptuksinen, yrttinen, mausteinen, lämmin	pullo	metallinen kierrekapseli	14,00	5,6					100	vakiovalikoima
006092	Rosemount Shiraz 2012		0,75	12,99	17,19		110	punaviinit				Australia	Etelä-Australia		2012	Rosemount Estate, South Australia		Shiraz	Täyteläinen , keskitanniininen, vadelmainen, karhunvatukkainen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	13,50	5,4	5				90	vakiovalikoima
445877	Tandarra 		0,75	7,49	9,85		110	punaviinit				Australia	Etelä-Australia			Altia, Riverland		Cabernet Sauvignon, Petit Verdot, Malbec	Keskitäyteläinen , keskitanniininen, makean kirsikkainen, lämpimän mausteinen	pullo	metallinen kierrekapseli	13,50	5,8	5				90	vakiovalikoima
006294	Wolf Blass Yellow Label Cabernet Sauvignon 2012		0,75	12,99	17,19		110	punaviinit				Australia	Etelä-Australia		2012	Wolf Blass, South Australia		Cabernet Sauvignon	Täyteläinen , tanniininen, mustaherukkainen, hennon eukalyptuksinen, mausteinen, tamminen	pullo	metallinen kierrekapseli	13,50	6					90	vakiovalikoima
463597	Yalumba Hand Picked Shiraz Viognier 2010		0,75	29,40	39,07		110	punaviinit				Australia	Etelä-Australia		2010	Yalumba, Eden Valley		Shiraz, Viognier	Erittäin täyteläinen , tanniininen, karhunvatukkahilloinen, tummakirsikkainen, hennon eukalyptuksinen, mausteinen, tamminen, lämmin, pitkä	pullo	luonnonkorkki	14,00	6					90	vakiovalikoima
409887	Yalumba Organic Shiraz 2013		0,75	12,99	17,19		110	punaviinit		luomu		Australia	Etelä-Australia		2013	Yalumba Winery, South Australia		Shiraz	Täyteläinen , tanniininen, tumman marjainen, kirsikkainen, karpaloinen, mausteinen, yrttinen	pullo	metallinen kierrekapseli	13,50	6					90	vakiovalikoima
424447	Yalumba The Menzies 2008		0,75	41,10	54,67		110	punaviinit				Australia	Etelä-Australia		2008	Yalumba, Coonawarra		Cabernet Sauvignon	Erittäin täyteläinen , tanniininen, mustaherukkainen, boysenmarjahilloinen, mausteinen, kevyen minttuinen, tamminen, runsas, lämmin, pitkä	pullo	luonnonkorkki	14,50	6,4					90	vakiovalikoima
467907	Yalumba The Scribbler 2010		0,75	14,98	19,84		110	punaviinit				Australia	Etelä-Australia		2010	Yalumba, Barossa		Cabernet Sauvignon, Shiraz	Täyteläinen , tanniininen, tummakirsikkainen, herukkainen, mausteinen, kevyen yrttinen, hennon paprikainen, tamminen	pullo	metallinen kierrekapseli	13,50	6,1					90	vakiovalikoima
467087	Yalumba Y Series Merlot 2012		0,75	10,97	14,49		110	punaviinit				Australia	Etelä-Australia		2012	Yalumba, South Australia		Merlot	Täyteläinen , keskitanniininen, kirsikkahilloinen, mustaherukkainen, kevyen yrttinen, hennon paprikainen	pullo	metallinen kierrekapseli	14,00	5,5					90	vakiovalikoima
430947	Breathing Space Cabernet Sauvignon 2012		0,75	12,99	17,19		110	punaviinit				Australia	Länsi-Australia		2012	Evans & Tate , Margaret River		Cabernet Sauvignon, Shiraz	Keskitäyteläinen , tanniininen, mustaherukkainen, karhunvatukkainen, kirsikkainen, mausteinen, lämmin	pullo	metallinen kierrekapseli	14,50	6,2					90	vakiovalikoima
429867	Plan B Shiraz 2012		0,75	12,97	17,16		110	punaviinit				Australia	Länsi-Australia		2012	Plan B Wines, Frankland River - Margaret River		Shiraz, Tempranillo	Täyteläinen , tanniininen, tumman marjainen, makean kirsikkainen, hennon yrttinen, mausteinen, kevyen tamminen, lämmin	pullo	metallinen kierrekapseli	14,40	5,6					90	vakiovalikoima
480828	Badgers Creek Shiraz Cabernet  hanapakkaus		3,00	28,90	9,63		110	punaviinit				Australia	Muut			Badgers Creek, South Eastern Australia		Shiraz, Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, mustaherukkahilloinen, mausteinen, kevyen paahteinen, hennon vaniljainen	hanapakkaus	kartonkipakkaus	13,50	6	5				90	vakiovalikoima
444977	Banrock Station Cabernet Sauvignon 2012		0,75	7,98	10,51		110	punaviinit				Australia	Muut		2012	Banrock Station Wines, South Eastern Australia		Cabernet Sauvignon	Täyteläinen , keskitanniininen, mustaherukkainen, luumuinen, kevyen karpaloinen, mausteinen	pullo	metallinen kierrekapseli	14,00	6,3	5				90	vakiovalikoima
435748	Chill Out Sunset Cabernet Sauvignon 2013 hanapakkaus		3,00	26,90	8,97		110	punaviinit				Australia	Muut		2013	Altia, South Eastern Australia		Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, kypsän marjainen, hennon paprikainen, kevyen mausteinen	hanapakkaus	kartonkipakkaus	13,50	6,4	6				90	vakiovalikoima
447577	Crocodile Rock Cabernet Merlot 2013		0,75	8,90	11,73		110	punaviinit				Australia	Muut		2013	Australian Vintage, South Eastern Australia		Cabernet, Merlot	Keskitäyteläinen , keskitanniininen, herukkainen, kirsikkahilloinen, kevyen paprikainen	pullo	metallinen kierrekapseli	13,00	5,2	9				90	vakiovalikoima
475798	DB Shiraz 2012 hanapakkaus		3,00	34,80	11,60		110	punaviinit				Australia	Muut		2012	De Bortoli Wines, South Eastern Australia		Shiraz	Täyteläinen , keskitanniininen, marjainen, tumman luumuinen, mausteinen, kevyen vaniljainen, hennon yrttinen	hanapakkaus	kartonkipakkaus	14,00	5,7					90	vakiovalikoima
429487	Glaetzer Bishop Shiraz 2012		0,75	34,00	45,33		110	punaviinit				Australia	Muut		2012	Glaetzer Wines, Barossa Valley		Shiraz	Erittäin täyteläinen , tanniininen, karhunvatukkainen, tumman luumuinen, herukkahilloinen, mausteinen, tamminen, lämmin, pitkä	pullo	metallinen kierrekapseli	14,50	6,7					90	vakiovalikoima
444577	Hardys BIN 343 Cabernet Shiraz 2013		0,75	6,98	9,17		110	punaviinit				Australia	Muut		2013	Thomas Hardy & Sons, South Eastern Australia		Cabernet Sauvignon, Shiraz, Ruby Cabernet	Keskitäyteläinen , keskitanniininen, makean marjainen, karpaloinen, yrttinen	pullo	metallinen kierrekapseli	12,50	5,7	7				90	vakiovalikoima
457737	Hardys Crest Cabernet Shiraz Merlot 2013		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2013	Thomas Hardy & Sons, South Eastern Australia		Cabernet, Shiraz, Merlot	Täyteläinen , keskitanniininen, marjahilloinen, mustikkainen, mausteinen, vaniljainen	pullo	metallinen kierrekapseli	13,50	5,8	8				90	vakiovalikoima
469507	Hardys Stamp Shiraz Cabernet 2012		0,75	8,98	11,84		110	punaviinit				Australia	Muut		2012	Thomas Hardy & Sons, South Eastern Australia		Shiraz, Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, puolukkahilloinen, kirsikkainen, vaniljainen	pullo	metallinen kierrekapseli	14,00	5,8	9				90	vakiovalikoima
451657	Hardys VR Cabernet Sauvignon 2013		0,75	7,98	10,51		110	punaviinit				Australia	Muut		2013	Thomas Hardy & Sons, South Eastern Australia		Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, mustaherukkainen, vadelmainen, mausteinen	pullo	metallinen kierrekapseli	12,50	6,1	7				90	vakiovalikoima
440148	Hardys VR Shiraz 2013 hanapakkaus		3,00	29,90	9,97		110	punaviinit				Australia	Muut		2013	BRL Hardy, South Eastern Australia		Shiraz, Cabernet	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, herukkainen, pippurinen, vaniljainen	hanapakkaus	kartonkipakkaus	13,50	5,6	7				90	vakiovalikoima
403317	Hidden Rock Shiraz 2013 muovipullo		0,75	8,23	10,71		110	punaviinit				Australia	Muut		2013	Dominic Wines, South Eastern Australia		Shiraz, Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, vadelmainen, mustaherukkainen, hennon lakritsinen, kevyen vaniljainen	muovipullo	muovisuljin	14,00	5,8	5				90	vakiovalikoima
404338	Hidden Rock Shiraz 2013 viinipussi		1,50	17,49	11,66		110	punaviinit		luomu		Australia	Muut		2013	Dominic Wines, South Eastern Australia		Shiraz	Keskitäyteläinen , keskitanniininen, makean karpaloinen, kevyen mausteinen, hennon vaniljainen	viinipussi	kartonkipakkaus	14,00	6,3	8				90	vakiovalikoima
449867	Jacob's Creek Grenache Shiraz 2013		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2013	Jacob's Creek Wines, South Eastern Australia		Grenache, Shiraz	Keskitäyteläinen , keskitanniininen, makean karpaloinen, mustikkainen, mausteinen	pullo	metallinen kierrekapseli	13,80	4,9					90	vakiovalikoima
004985	Jacob's Creek Merlot 2012		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2012	Orlando Wines, South Eastern Australia		Merlot	Keskitäyteläinen , keskitanniininen, hapankirsikkainen, kevyen puolukkainen, hennon mausteinen	pullo	metallinen kierrekapseli	13,00	4,9					80	vakiovalikoima
474877	Jacob's Creek Pinot Noir 2012		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2012	Orlando Wines, South Eastern Australia		Pinot Noir	Kevyt , keskitanniininen, kirsikkainen, hennon vadelmainen, kevyen puolukkainen	pullo	metallinen kierrekapseli	13,20	5,5					80	vakiovalikoima
006201	Jacob's Creek Shiraz Cabernet 2011		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2011	Orlando Wines, South Eastern Australia		Shiraz, Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, punaherukkainen, puolukkainen, kevyen mausteinen, hennon tamminen	pullo	metallinen kierrekapseli	13,10	5,6					90	vakiovalikoima
425512	Jacob's Creek Shiraz Cabernet 2012		0,19	3,09	16,52		110	punaviinit				Australia	Muut		2012	Jacob's Creek Wines, South Eastern Australia		Shiraz, Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, punaherukkainen, puolukkainen, kevyen mausteinen, hennon tamminen	pullo	metallinen kierrekapseli	13,50	5,6					90	vakiovalikoima
457018	Kangaroo Ridge Cabernet Sauvignon 2011 hanapakkaus		3,00	28,70	9,57		110	punaviinit				Australia	Muut		2011	Kangaroo Ridge Wine, South Eastern Australia		Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, marjainen, karpalohilloinen, toffeinen	hanapakkaus	kartonkipakkaus	13,00	5,8					90	vakiovalikoima
006152	Lindeman's Bin 50 Shiraz 2013		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2013	Lindeman's Wines, South Eastern Australia		Shiraz	Täyteläinen , keskitanniininen, tumman luumuinen, mustaherukkainen, mausteinen, runsaan vaniljainen	pullo	metallinen kierrekapseli	13,50	5,9	7				90	vakiovalikoima
461528	Lindeman's Bin 50 Shiraz 2013 hanapakkaus		3,00	35,40	11,80		110	punaviinit				Australia	Muut		2013	Lindeman's Wines, South Eastern Australia		Shiraz	Täyteläinen , keskitanniininen, tumman luumuinen, mustaherukkainen, mausteinen, runsaan vaniljainen	hanapakkaus	kartonkipakkaus	14,00	5,9	7				90	vakiovalikoima
432797	Lindeman's Bin 99 Pinot Noir 2013		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2013	Lindeman's Wines, South Eastern Australia		Pinot Noir	Keskitäyteläinen , keskitanniininen, makean kirsikkainen, karpaloinen, hennon minttuinen, kevyen vaniljainen	pullo	metallinen kierrekapseli	13,50	5,3	5				90	vakiovalikoima
459407	Lindeman's Early Harvest Shiraz 2013		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2013	Lindeman's Wines, South Eastern Australia		Shiraz	Kevyt , vähätanniininen, kypsän puolukkainen, makean karpaloinen, mausteinen	pullo	metallinen kierrekapseli	9,00	5,3	14				70	vakiovalikoima
468088	Lindeman's Shiraz-Cabernet 2012 hanapakkaus		3,00	30,80	10,27		110	punaviinit				Australia	Muut		2012	Lindeman's Wines, South Eastern Australia		Shiraz, Cabernet	Keskitäyteläinen , keskitanniininen, makean marjainen, kirsikkainen, mausteinen, hennon salmiakkinen, kevyen vaniljainen	hanapakkaus	kartonkipakkaus	13,50	5,6	10				90	vakiovalikoima
451947	McWilliams Hanwood Estate Shiraz 2012		0,75	11,48	15,17		110	punaviinit				Australia	Muut		2012	McWilliam's Wines, South Eastern Australia		Shiraz	Täyteläinen , tanniininen, karhunvatukkainen, luumuinen, mausteinen, hennon salmiakkinen, kevyen yrttinen, vaniljainen	pullo	metallinen kierrekapseli	14,00	5,2					90	vakiovalikoima
491248	No Name  kartonkitölkki		1,00	9,48	9,48		110	punaviinit				Australia	Muut			Stella Wines, South Eastern Australia		Shiraz, Petit Verdot	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, kirsikkainen, mausteinen	kartonkitölkki	muovisuljin	13,50	5,7	6				90	vakiovalikoima
458147	Nugan Estate Durif 2009		0,75	18,92	25,09		110	punaviinit				Australia	Muut		2009	Nugan Estate, Riverina		Durif	Täyteläinen , keskitanniininen, kypsän marjainen, viikunainen, hennon nahkainen, mausteinen	pullo	luonnonkorkki	14,00	6,5					90	vakiovalikoima
005424	Painter's Cove Shiraz Cabernet 2013		0,75	9,35	12,33		110	punaviinit				Australia	Muut		2013	Casella Wines, South Eastern Australia		Shiraz, Cabernet	Täyteläinen , keskitanniininen, marjahilloinen, vaniljainen, mausteinen, hennon kanelinen	pullo	metallinen kierrekapseli	13,50	5,8	10				90	vakiovalikoima
454087	Pepper's Shiraz 2013		0,75	7,22	9,49		110	punaviinit				Australia	Muut		2013	Kingsland Wines and Spirits, South Eastern Australia		Shiraz	Keskitäyteläinen , keskitanniininen, marjainen, kypsän kirsikkainen, mausteinen	pullo	metallinen kierrekapseli	13,50	6,5	5				90	vakiovalikoima
496198	Quay Landing Shiraz  hanapakkaus		3,00	29,70	9,90		110	punaviinit				Australia	Muut			New World Wine Import, South Eastern Australia		Shiraz	Keskitäyteläinen , keskitanniininen, karpaloinen, tummakirsikkainen, yrttinen, kevyen mausteinen	hanapakkaus	kartonkipakkaus	13,50	5,4					90	vakiovalikoima
465357	Rawson's Retreat Shiraz Cabernet 2012		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2012	Penfolds, South Eastern Australia		Shiraz, Cabernet Sauvignon	Täyteläinen , tanniininen, boysenmarjainen, kypsän vadelmainen, hennon vaniljainen	pullo	metallinen kierrekapseli	13,50	5,6					90	vakiovalikoima
465358	Rawson's Retreat Shiraz Cabernet 2013 hanapakkaus		3,00	35,40	11,80		110	punaviinit				Australia	Muut		2013	Rawson's Retreat Wines, South Eastern Australia		Shiraz, Cabernet Sauvignon	Täyteläinen , tanniininen, boysenmarjainen, kypsän vadelmainen, hennon vaniljainen	hanapakkaus	kartonkipakkaus	13,50	5,6					90	vakiovalikoima
499527	Rosemount Sangiovese 2009		0,75	11,79	15,59		110	punaviinit				Australia	Muut		2009	Rosemount Estate, South Eastern Australia		Sangiovese	Täyteläinen , tanniininen, hapokas, kirsikkainen, karpaloinen, mausteinen	pullo	metallinen kierrekapseli	13,50	5,7					90	vakiovalikoima
437737	Rosemount Shiraz Cabernet 2012		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2012	Rosemount Estate, South Eastern Australia		Shiraz, Cabernet Sauvignon	Täyteläinen , keskitanniininen, kirsikkainen, mustikkahilloinen, karhunvatukkainen, hennon salmiakkinen	pullo	metallinen kierrekapseli	13,00	5,3	6				90	vakiovalikoima
416807	Twisted Vines Merlot-Petit Verdot 2012		0,75	6,39	8,39		110	punaviinit				Australia	Muut		2012	Dominic Wines, South Eastern Australia		Merlot, Petit Verdot	Keskitäyteläinen , keskitanniininen, makean marjainen, punaherukkainen, hennon neilikkainen, mausteinen	pullo	metallinen kierrekapseli	13,00	6					90	vakiovalikoima
449937	Wolf Blass Red Label Shiraz Cabernet 2013		0,75	9,98	13,17		110	punaviinit				Australia	Muut		2013	Wolf Blass, South Eastern Australia		Shiraz, Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, kirsikkainen, herukkainen, mausteinen, hennon yrttinen	pullo	metallinen kierrekapseli	13,50	5,8					90	vakiovalikoima
